,Unnamed: 0,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
5559,28538,U001,0200769623,WAL-MAR in,2020-05-24,2020.0,1930859321.0,2020-05-05,2020-05-20,2020-05-05,NAH4,43183.21,0-15
5560,28540,U001,0200769623,WAL-MAR foundation,2020-04-05,2020.0,1930664308.0,2020-03-17,2020-04-01,2020-03-17,NAH4,48900.47,0-15
5561,28544,U001,0200727278,BLOU ,2020-05-08,2020.0,1930798227.0,2020-04-20,2020-05-05,2020-04-20,NAA8,78970.95,0-15
5562,28545,U001,0200719526,SHARP S in,2020-05-18,2020.0,1930823050.0,2020-04-29,2020-05-14,2020-04-29,NAA8,4872.0,0-15
5563,28546,U001,0200752302,KROGER co,2020-04-09,2020.0,1930681399.0,2020-03-21,2020-04-05,2020-03-21,NAA8,65337.63,0-15
5564,28548,CA02,0140104340,COLABOR  llc,2020-04-20,2020.0,2960626766.0,2020-04-05,2020-04-17,2020-04-07,CA10,24452.505,0-15
5565,28550,U001,0200769623,WAL-MAR us,2020-03-16,2020.0,1930573798.0,2020-02-27,2020-03-13,2020-02-27,NAH4,29246.65,0-15
5566,28551,U013,0140103311,GLOBA associates,2020-04-30,2020.0,1991841823.0,2020-03-28,2020-04-27,2020-03-28,NAVE,283.5,0-15
5567,28552,CA02,0140106372,G T  corporation,2020-04-26,2020.0,2960627609.0,2020-04-08,2020-04-20,2020-04-10,CA10,14791.14,0-15
5568,28554,U001,0200707822,PUBLI corporation,2020-03-20,2020.0,1930585308.0,2020-02-29,2020-03-15,2020-02-29,NAA8,91806.7,0-15
5569,28555,U001,0200762301,C&S WH corporation,2020-05-09,2020.0,1930800776.0,2020-04-22,2020-05-07,2020-04-22,NAC6,713.19,0-15
5570,28571,U001,200769623,WAL-MAR us,2020-05-24,2020.0,1930857869.0,2020-05-06,2020-05-21,2020-05-06,NAH4,23096.91,0-15
5571,28583,U001,0200769623,WAL-MAR ,2020-04-24,2020.0,1930752564.0,2020-04-06,2020-04-21,2020-04-06,NAH4,4184.4,0-15
5572,28594,U001,0200744019,TARG corp,2020-04-05,2020.0,1930655148.0,2020-03-17,2020-04-01,2020-03-17,NAA8,4074.14,0-15
5573,28595,U001,0200769623,WAL-MAR llc,2020-04-04,2020.0,1930651883.0,2020-03-17,2020-04-01,2020-03-17,NAH4,16497.87,0-15
5574,28599,U001,0200744019,TARG co,2020-04-05,2020.0,1930653097.0,2020-03-17,2020-04-01,2020-03-17,NAA8,1507.69,0-15
5575,28602,U001,0200729290,KROGER corp,2020-04-12,2020.0,1930693660.0,2020-03-25,2020-04-09,2020-03-25,NAA8,14470.94,0-15
5576,28606,U001,0200149567,RESER associates,2020-05-02,2020.0,1930656112.0,2020-03-16,2020-04-30,2020-03-16,NABG,67643.1,0-15
5577,28610,U001,0200794332,COST in,2020-03-20,2020.0,1930583629.0,2020-02-28,2020-03-14,2020-02-28,NAAX,19850.66,0-15
5578,28616,U001,0200418007,AM in,2020-04-24,2020.0,1930763620.0,2020-04-09,2020-04-24,2020-04-09,NAA8,41687.95,0-15
5579,28621,U001,0200769623,WAL-MAR in,2020-04-23,2020.0,1930739539.0,2020-04-04,2020-04-19,2020-04-04,NAH4,50864.22,0-15
5580,28624,U001,200830009,CON foundation,2020-05-15,2020.0,1930632244.0,2020-03-13,2020-05-12,2020-03-13,NAVQ,54356.4,0-15
5581,28627,U001,0200793568,SUPE systems,2020-04-08,2020.0,1930676140.0,2020-03-20,2020-04-04,2020-03-20,NAA8,19524.4,0-15
5582,28640,CA02,0140106408,WAL-M in,2020-04-02,2020.0,2960622728.0,2020-03-20,2020-03-30,2020-03-20,CA10,40684.895999999986,0-15
5583,28641,U001,0200707741,SMART &  trust,2020-05-14,2020.0,1930826257.0,2020-04-25,2020-05-10,2020-04-25,NAA8,49195.92,0-15
5584,28642,U001,100035824,CHAIN DI llc,2020-04-03,2020.0,1930633658.0,2020-03-17,2020-04-01,2020-03-17,NAA8,21292.89,0-15
5585,28646,U001,0200769623,WAL-MAR associates,2020-03-25,2020.0,1930620713.0,2020-03-08,2020-03-23,2020-03-08,NAH4,9555.32,0-15
5586,28649,U001,0200707822,PUBLI systems,2020-04-15,2020.0,1930708210.0,2020-03-26,2020-04-10,2020-03-26,NAA8,73215.5,0-15
5587,28650,U001,0200738884,US  in,2020-03-20,2020.0,1930594379.0,2020-03-03,2020-03-18,2020-03-03,NAA8,37092.08,0-15
5588,28658,U001,0200769623,WAL-MAR corp,2020-04-03,2020.0,1930652886.0,2020-03-16,2020-03-31,2020-03-16,NAH4,10624.27,0-15
5589,28666,U001,0200769623,WAL-MAR co,2020-04-28,2020.0,1930767680.0,2020-04-10,2020-04-25,2020-04-10,NAH4,1898.2,0-15
5590,28668,U001,0200769623,WAL-MAR systems,2020-05-10,2020.0,1930808940.0,2020-04-22,2020-05-07,2020-04-22,NAH4,2336.06,0-15
5591,28670,U001,0200769623,WAL-MAR us,2020-03-21,2020.0,1930585664.0,2020-03-03,2020-03-18,2020-03-03,NAH4,65484.19,0-15
5592,28676,U001,0200769623,WAL-MAR systems,2020-04-13,2020.0,1930703320.0,2020-03-26,2020-04-10,2020-03-26,NAH4,8921.55,0-15
5593,28681,U001,0200707822,PUBLI in,2020-03-19,2020.0,1930583739.0,2020-02-29,2020-03-15,2020-02-29,NAA8,19753.39,0-15
5594,28689,U001,0200700919,US  llc,2020-04-17,2020.0,1930691683.0,2020-03-24,2020-04-08,2020-03-24,NAX2,0.72,0-15
5595,28690,U001,0200705742,DOT foundation,2020-03-21,2020.0,1930603208.0,2020-03-04,2020-03-19,2020-03-04,NAA8,36923.43,0-15
5596,28693,U001,0200353024,DECA associates,2020-04-11,2020.0,1930689917.0,2020-03-24,2020-04-08,2020-03-16,NAM4,887.24,0-15
5597,28699,U001,0200455322,PEA corp,2020-04-01,2020.0,1930576607.0,2020-02-29,2020-03-30,2020-02-29,NAD5,36407.41,0-15
5598,28700,U001,0200769623,WAL-MAR llc,2020-03-31,2020.0,1930638697.0,2020-03-14,2020-03-29,2020-03-14,NAH4,15215.79,0-15
5599,28707,U001,0200759878,SA llc,2020-05-04,2020.0,1930659027.0,2020-03-19,2020-05-03,2020-03-19,NAWP,104122.25,0-15
5600,28721,U001,0200769623,WAL-MAR ,2020-03-30,2020.0,1930646800.0,2020-03-13,2020-03-28,2020-03-13,NAH4,9231.16,0-15
5601,28723,U001,0200794332,COST llc,2020-04-16,2020.0,1930705010.0,2020-03-26,2020-04-10,2020-03-26,NAAX,14204.38,0-15
5602,28729,U001,CCCA02,KRAFT  ,2020-06-13,2020.0,1930701001.0,2020-03-27,2020-05-01,2020-03-27,NAG2,24134.7,31-45
5603,28732,U001,0200762301,C&S WH corporation,2020-04-19,2020.0,1930732685.0,2020-04-02,2020-04-17,2020-04-02,NAC6,48802.93,0-15
5604,28736,U001,0200769623,WAL-MAR co,2020-05-16,2020.0,1930831003.0,2020-04-28,2020-05-13,2020-04-28,NAH4,35141.57,0-15
5605,28738,U001,0200793088,DEMOU us,2020-04-11,2020.0,1930683837.0,2020-03-24,2020-04-08,2020-03-24,NAA8,162915.01,0-15
5606,28749,U001,0200761734,H E BUT co,2020-04-24,2020.0,1930758171.0,2020-04-07,2020-04-22,2020-04-07,NAA8,14891.24,0-15
5607,28752,U001,200772670,ASSOCIAT co,2020-04-05,2020.0,1930670032.0,2020-03-18,2020-04-02,2020-03-18,NAU5,2218.21,0-15
5608,28753,U001,0200778870,C us,2020-04-24,2020.0,1930763229.0,2020-04-08,2020-04-23,2020-04-08,NAA8,4331.52,0-15
5609,28756,U001,0200705372,FR ,2020-04-04,2020.0,1930652543.0,2020-03-17,2020-04-01,2020-03-17,NAA8,15634.87,0-15
5610,28757,U001,0200704045,RA associates,2020-04-04,2020.0,1930684814.0,2020-03-21,2020-04-05,2020-03-21,NAA8,97229.28,
5611,28760,U001,0200726979,BJ'S  associates,2020-04-24,2020.0,1930773665.0,2020-04-05,2020-04-20,2020-04-05,NAA8,206.36,0-15
5612,28764,CA02,140106408,WAL-M llc,2020-05-04,2020.0,2960629069.0,2020-04-19,2020-04-30,2020-04-20,CA10,5376.021,0-15
5613,28767,U001,0200769623,WAL-MAR co,2020-04-03,2020.0,1930660731.0,2020-03-17,2020-04-01,2020-03-17,NAH4,13585.49,0-15
5614,28775,U001,0200769623,WAL-MAR foundation,2020-04-09,2020.0,1930668484.0,2020-03-21,2020-04-05,2020-03-21,NAH4,68028.16,0-15
5615,28779,U001,0200881076,ALBERT llc,2020-05-17,2020.0,1930831707.0,2020-04-30,2020-05-15,2020-04-30,NAA8,82447.84,0-15
5616,28786,U001,0200769623,WAL-MAR in,2020-05-05,2020.0,1930798335.0,2020-04-17,2020-05-02,2020-04-17,NAH4,31977.49,0-15
5617,28799,U001,0200726979,BJ'S  foundation,2020-04-02,2020.0,1930654886.0,2020-03-16,2020-03-31,2020-03-16,NAA8,66.37,0-15
5618,28801,U001,0200744019,TARG corporation,2020-05-19,2020.0,1930834006.0,2020-04-29,2020-05-14,2020-04-29,NAA8,1718.84,0-15
5619,28804,U001,0200769623,WAL-MAR in,2020-05-24,2020.0,1930859807.0,2020-05-06,2020-05-21,2020-05-06,NAH4,45871.71,0-15
5620,28808,U001,0200793568,SUPE corporation,2020-03-31,2020.0,1930635825.0,2020-03-12,2020-03-27,2020-03-12,NAA8,65827.45,0-15
5621,28810,U001,0200230690,DECA llc,2020-03-29,2020.0,1930674755.0,2020-03-20,2020-03-26,2020-03-16,NAM2,22009.39,0-15
5622,28811,U001,0200769623,WAL-MAR corp,2020-04-15,2020.0,1930712038.0,2020-03-28,2020-04-12,2020-03-28,NAH4,29069.9,0-15
5623,28813,U001,0200769623,WAL-MAR foundation,2020-04-23,2020.0,1930748081.0,2020-04-05,2020-04-20,2020-04-05,NAH4,387.91,0-15
5624,28821,U001,0200769623,WAL-MAR corporation,2020-04-14,2020.0,1930710004.0,2020-03-27,2020-04-11,2020-03-27,NAH4,32380.59,0-15
5625,28832,U001,0200769623,WAL-MAR co,2020-04-28,2020.0,1930758973.0,2020-04-10,2020-04-25,2020-04-10,NAH4,331.41,0-15
5626,28837,U001,200152991,JET us,2020-04-14,2020.0,1930688520.0,2020-03-23,2020-04-12,2020-03-23,NAD1,1162.63,0-15
5627,28847,U001,0200706844,WINC co,2020-04-29,2020.0,1930763810.0,2020-04-09,2020-04-24,2020-04-09,NAA8,6815.23,0-15
5628,28849,CA02,0140104409,LOB trust,2020-03-25,2020.0,2960618778.0,2020-03-06,2020-03-24,2020-03-14,CA10,175646.89800000002,0-15
5629,28855,U001,0200353024,DECA associates,2020-03-27,2020.0,1930690669.0,2020-03-24,2020-03-23,2020-03-16,NAM1,718.74,0-15
5630,28864,U001,0200792293,UNIFIE llc,2020-03-29,2020.0,1930639644.0,2020-03-11,2020-03-26,2020-03-11,NAA8,19717.08,0-15
5631,28865,U001,0200778998,CE foundation,2020-05-23,2020.0,1930884098.0,2020-05-11,2020-05-26,2020-05-11,NAA8,50575.08,
5632,28866,U001,0200769623,WAL-MAR llc,2020-04-14,2020.0,1930700591.0,2020-03-27,2020-04-11,2020-03-27,NAH4,5482.45,0-15
5633,28868,CA02,0140104423,METRO  corporation,2020-04-24,2020.0,2960626658.0,2020-04-09,2020-04-21,2020-04-11,CA10,47912.179000000004,0-15
5634,28871,U001,0200763814,SYSCO F associates,2020-05-20,2020.0,1930845834.0,2020-05-01,2020-05-16,2020-05-01,NAA8,1564.08,0-15
5635,28873,U001,0200769623,WAL-MAR associates,2020-04-15,2020.0,1930714819.0,2020-03-27,2020-04-11,2020-03-27,NAH4,44445.55,0-15
5636,28874,U001,0200743618,MASON systems,2020-04-26,2020.0,1930764410.0,2020-04-09,2020-04-24,2020-04-09,NAA8,67461.24,0-15
5637,28879,U001,0200769623,WAL-MAR in,2020-04-07,2020.0,1930675325.0,2020-03-20,2020-04-04,2020-03-20,NAH4,13291.13,0-15
5638,28893,U001,0200781803,JRD in,2020-04-06,2020.0,1930683058.0,2020-03-24,2020-04-08,2020-03-24,NAA8,12347.16,
5639,28900,U001,0200780383,MEIJ trust,2020-04-16,2020.0,1930717003.0,2020-03-28,2020-04-12,2020-03-28,NAA8,80489.13,0-15
5640,28903,U001,0200769623,WAL-MAR ,2020-04-14,2020.0,1930709729.0,2020-03-27,2020-04-11,2020-03-27,NAH4,11733.23,0-15
5641,28909,U001,0200772670,ASSOCIAT us,2020-03-25,2020.0,1930620814.0,2020-03-07,2020-03-22,2020-03-07,NAU5,9767.19,0-15
5642,28915,U001,0200744019,TARG ,2020-04-24,2020.0,1930739492.0,2020-04-05,2020-04-20,2020-04-05,NAA8,3840.44,0-15
5643,28918,U001,0200769623,WAL-MAR foundation,2020-04-07,2020.0,1930662096.0,2020-03-20,2020-04-04,2020-03-20,NAH4,15520.31,0-15
5644,28924,U001,0200769623,WAL-MAR co,2020-05-08,2020.0,1930802441.0,2020-04-20,2020-05-05,2020-04-20,NAH4,29150.21,0-15
5645,28927,U001,100031704,DELHAIZE corporation,2020-04-04,2020.0,1930655705.0,2020-03-17,2020-04-01,2020-03-17,NAA8,3770.52,0-15
5646,28933,U001,200752302,KROGER systems,2020-04-07,2020.0,1930673948.0,2020-03-19,2020-04-03,2020-03-19,NAA8,2382.55,0-15
5647,28935,U001,0200750051,ALBER corp,2020-04-06,2020.0,1930730434.0,2020-04-01,2020-04-16,2020-04-01,NAA8,92508.87,
5648,28936,U001,0200777735,NASH  systems,2020-03-20,2020.0,1930617964.0,2020-03-06,2020-03-21,2020-03-06,NAA8,47559.5,
5649,28938,U001,0200744019,TARG trust,2020-04-18,2020.0,1930725404.0,2020-04-01,2020-04-16,2020-04-01,NAA8,137900.2,0-15
5650,28945,U001,0200725421,BEN  co,2020-03-27,2020.0,1930615580.0,2020-03-09,2020-03-24,2020-03-09,NAA8,25718.28,0-15
5651,28955,CA02,0140104409,LOB foundation,2020-03-17,2020.0,2960618335.0,2020-03-04,2020-03-16,2020-03-06,CA10,61517.043,0-15
5652,28961,U001,0200759878,SA in,2020-05-17,2020.0,1930844190.0,2020-05-02,2020-05-17,2020-05-02,NAH4,5525.0,0-15
5653,28963,CA02,0140105686,SYSC ,2020-03-27,2020.0,2960617989.0,2020-03-03,2020-03-21,2020-03-11,CA10,17370.989999999998,0-15
5654,28968,U001,0200353024,DECA llc,2020-05-26,2020.0,1930814811.0,2020-04-22,2020-05-09,2020-04-16,NAM4,59.16,16-30
5655,28974,U001,0100001196,DOLLAR associates,2020-05-17,2020.0,1930782215.0,2020-04-14,2020-04-29,2020-04-14,NAA8,5237.57,16-30
5656,28982,U001,0200706844,WINC llc,2020-05-03,2020.0,1930781824.0,2020-04-13,2020-04-28,2020-04-13,NAA8,2368.24,0-15
5657,28983,U001,CCCA02,KRAFT  corporation,2020-06-07,2020.0,1930681210.0,2020-03-22,2020-04-26,2020-03-22,NAG2,13900.32,31-45
5658,28988,U001,0200744019,TARG us,2020-03-23,2020.0,1930610060.0,2020-03-06,2020-03-21,2020-03-06,NAA8,7664.54,0-15
5659,28990,U001,0200337148,COAS corporation,2020-05-18,2020.0,1930875513.0,2020-05-06,2020-05-21,2020-05-06,NAA8,57469.43,
5660,29005,U001,200799367,MCL systems,2020-05-21,2020.0,1930847526.0,2020-05-03,2020-05-18,2020-05-03,NAA8,64810.74,0-15
5661,29020,U001,0200790107,ROU in,2020-04-20,2020.0,1930725851.0,2020-04-01,2020-04-16,2020-04-01,NAC6,14698.12,0-15
5662,29021,U001,0200769623,WAL-MAR systems,2020-04-08,2020.0,1930672186.0,2020-03-21,2020-04-05,2020-03-21,NAH4,271.06,0-15
5663,29026,U001,0200795490,HY -  co,2020-06-02,2020.0,1930704825.0,2020-03-25,2020-05-29,2020-03-25,NAGD,11809.22,0-15
5664,29027,U001,0200729942,SA associates,2020-03-23,2020.0,1930581076.0,2020-03-05,2020-03-20,2020-03-05,NAA8,8170.8,0-15
5665,29028,U001,0200749225,SUPER  llc,2020-04-22,2020.0,1930746932.0,2020-04-03,2020-04-18,2020-04-03,NAA8,19067.99,0-15
5666,29033,U001,0200769623,WAL-MAR ,2020-05-02,2020.0,1930782614.0,2020-04-14,2020-04-29,2020-04-14,NAH4,13899.43,0-15
5667,29041,U001,0200762301,C&S WH corp,2020-03-29,2020.0,1930646699.0,2020-03-13,2020-03-28,2020-03-13,NAC6,3289.84,0-15
5668,29043,CA02,0140106408,WAL-M associates,2020-05-20,2020.0,2960631376.0,2020-04-29,2020-05-17,2020-05-07,CA10,128847.80999999998,0-15
5669,29046,U001,0200769623,WAL-MAR corp,2020-05-12,2020.0,1930823025.0,2020-04-24,2020-05-09,2020-04-24,NAH4,287.56,0-15
5670,29049,U001,0100043936,PAPA JO foundation,2020-03-17,2020.0,1930607211.0,2020-03-05,2020-03-15,2020-03-05,NA10,18145.19,0-15
5671,29051,CA02,0140104423,METRO  us,2020-05-20,2020.0,2960633016.0,2020-05-05,2020-05-17,2020-05-07,CA10,58290.148,0-15
5672,29056,U001,0200743123,KROGER corp,2020-05-18,2020.0,1930830150.0,2020-04-29,2020-05-14,2020-04-29,NAA8,62427.23,0-15
5673,29071,U001,0200723794,MID MO trust,2020-04-17,2020.0,1930715652.0,2020-03-29,2020-04-13,2020-03-29,NAA8,52319.42,0-15
5674,29072,U001,0200769623,WAL-MAR trust,2020-05-29,2020.0,1930885355.0,2020-05-11,2020-05-26,2020-05-11,NAH4,639.62,0-15
5675,29078,U001,0200794332,COST foundation,2020-05-16,2020.0,1930805249.0,2020-04-23,2020-05-08,2020-04-23,NAAX,58292.7,0-15
5676,29086,U001,0200769623,WAL-MAR corp,2020-05-14,2020.0,1930823535.0,2020-04-25,2020-05-10,2020-04-25,NAH4,51176.54,0-15
5677,29087,U001,0200759878,SA associates,2020-03-14,2020.0,1930581280.0,2020-02-28,2020-03-14,2020-02-28,NAH4,27842.94,0-15
5678,29088,U001,0100031704,DELHAIZE us,2020-04-21,2020.0,1930736197.0,2020-04-03,2020-04-18,2020-04-03,NAA8,40266.94,0-15
5679,29092,U001,0200148860,DOLLA corp,2020-04-09,2020.0,1930684345.0,2020-03-23,2020-04-07,2020-03-23,NAA8,18616.01,0-15
5680,29096,U001,200769623,WAL-MAR corp,2020-05-28,2020.0,1930883820.0,2020-05-10,2020-05-25,2020-05-10,NAH4,6097.12,0-15
5681,29097,U001,0200773364,U R M  ,2020-04-11,2020.0,1930684665.0,2020-03-24,2020-04-08,2020-03-24,NAA8,97182.77,0-15
5682,29099,U001,0200418007,AM co,2020-04-25,2020.0,1930772138.0,2020-04-10,2020-04-25,2020-04-10,NAA8,2824.1,0-15
5683,29103,U001,0200729942,SA corp,2020-03-27,2020.0,1930631951.0,2020-03-10,2020-03-25,2020-03-10,NAA8,12470.89,0-15
5684,29104,CA02,0100031969,ALIMENTS associates,2020-03-27,2020.0,2960620346.0,2020-03-11,2020-03-23,2020-03-13,CA10,3724.875,0-15
5685,29106,U001,0200743123,KROGER co,2020-04-27,2020.0,1930768030.0,2020-04-09,2020-04-24,2020-04-09,NAA8,91923.59,0-15
5686,29108,CA02,0140104409,LOB corporation,2020-04-04,2020.0,2960621490.0,2020-03-22,2020-04-03,2020-03-24,CA10,112148.687,0-15
5687,29115,U001,200794332,COST corporation,2020-04-07,2020.0,1930660919.0,2020-03-18,2020-04-02,2020-03-18,NAAX,20048.92,0-15
5688,29124,U001,0200772670,ASSOCIAT corp,2020-03-21,2020.0,1930594350.0,2020-03-03,2020-03-18,2020-03-03,NAU5,47326.61,0-15
5689,29128,U001,200762301,C&S WH systems,2020-04-18,2020.0,1930717196.0,2020-03-31,2020-04-15,2020-03-31,NAC6,23120.0,0-15
5690,29129,CA02,0140104409,LOB foundation,2020-05-11,2020.0,2960631832.0,2020-04-30,2020-05-11,2020-05-01,CA10,162023.484,0-15
5691,29135,U001,0200769623,WAL-MAR co,2020-03-23,2020.0,1930609600.0,2020-03-05,2020-03-20,2020-03-05,NAH4,28696.73,0-15
5692,29141,U001,0200793568,SUPE ,2020-04-12,2020.0,1930693728.0,2020-03-24,2020-04-08,2020-03-24,NAA8,1886.75,0-15
5693,29154,U001,0200769623,WAL-MAR corporation,2020-04-02,2020.0,1930652173.0,2020-03-15,2020-03-30,2020-03-15,NAH4,136.47,0-15
5694,29156,U001,0200721222,GO llc,2020-04-17,2020.0,1930729558.0,2020-04-01,2020-04-16,2020-04-01,NAA8,169981.78,0-15
5695,29166,U001,0200744019,TARG corporation,2020-03-22,2020.0,1930593658.0,2020-03-03,2020-03-18,2020-03-03,NAA8,343.6,0-15
5696,29168,U001,0200762301,C&S WH systems,2020-04-27,2020.0,1930775781.0,2020-04-10,2020-04-25,2020-04-10,NAC6,58542.16,0-15
5697,29169,U001,0200726979,BJ'S  ,2020-05-16,2020.0,1930828741.0,2020-04-27,2020-05-12,2020-04-27,NAA8,964.62,0-15
5698,29170,U001,0200743123,KROGER trust,2020-03-27,2020.0,1930625382.0,2020-03-10,2020-03-25,2020-03-10,NAA8,19436.32,0-15
5699,29176,U001,0200707822,PUBLI us,2020-04-21,2020.0,1930732312.0,2020-04-01,2020-04-16,2020-04-01,NAA8,31471.66,0-15
5700,29180,U001,0200776463,KROGE trust,2020-04-13,2020.0,1930690144.0,2020-03-25,2020-04-09,2020-03-25,NAA8,90925.16,0-15
5701,29193,U001,0100031704,DELHAIZE foundation,2020-05-08,2020.0,1930801633.0,2020-04-20,2020-05-05,2020-04-20,NAA8,3437.0,0-15
5702,29200,U001,0200744019,TARG trust,2020-05-10,2020.0,1930819138.0,2020-04-23,2020-05-08,2020-04-23,NAA8,107666.22,0-15
5703,29202,U001,0200076137,OLLIE associates,2020-05-01,2020.0,1930768961.0,2020-04-14,2020-04-29,2020-04-14,NAA8,6904.8,0-15
5704,29207,U001,0200705742,DOT ,2020-04-10,2020.0,1930666822.0,2020-03-18,2020-04-07,2020-03-18,NAD1,1066.53,0-15
5705,29210,U001,0200759878,SA ,2020-03-20,2020.0,1930606613.0,2020-03-05,2020-03-20,2020-03-05,NAH4,32466.26,0-15
5706,29226,U001,0100030964,NATURA trust,2020-05-21,2020.0,1930860077.0,2020-05-05,2020-05-20,2020-05-05,NAA8,2989.25,0-15
5707,29227,U001,0200772670,ASSOCIAT us,2020-05-17,2020.0,1930832171.0,2020-04-28,2020-05-13,2020-04-28,NAU5,98850.74,0-15
5708,29230,CA02,0140106184,JAM corporation,2020-05-07,2020.0,2960627978.0,2020-04-20,2020-05-02,2020-04-22,CA10,1760.57,0-15
5709,29234,U001,0200729290,KROGER associates,2020-05-10,2020.0,1930796669.0,2020-04-22,2020-05-07,2020-04-22,NAA8,15936.38,0-15
5710,29247,CA02,0140104409,LOB foundation,2020-04-02,2020.0,2960620472.0,2020-03-14,2020-04-01,2020-03-22,CA10,79789.25499999999,0-15
5711,29252,U001,0200762301,C&S WH corporation,2020-04-30,2020.0,1930783329.0,2020-04-14,2020-04-29,2020-04-14,NAC6,81109.45,0-15
5712,29258,U001,200769623,WAL-MAR co,2020-05-19,2020.0,1930843167.0,2020-05-01,2020-05-16,2020-05-01,NAH4,9464.49,0-15
5713,29265,U001,0200076137,OLLIE ,2020-04-15,2020.0,1930720261.0,2020-03-31,2020-04-15,2020-03-31,NAA8,12882.6,0-15
5714,29267,U001,0200764795,SYSCO  corporation,2020-04-10,2020.0,1930688850.0,2020-03-23,2020-04-07,2020-03-23,NAA8,296.54,0-15
5715,29271,U001,0200772595,SAFEW foundation,2020-04-17,2020.0,1930720495.0,2020-03-30,2020-04-14,2020-03-30,NAA8,91097.36,0-15
5716,29273,CA02,0140105847,GORDON F in,2020-04-02,2020.0,2960623001.0,2020-03-19,2020-03-29,2020-03-19,CA10,4078.375,0-15
5717,29278,U001,200776463,KROGE foundation,2020-04-07,2020.0,1930706408.0,2020-03-19,2020-04-03,2020-03-19,NAA8,15860.08,0-15
5718,29286,U001,0200761734,H E BUT foundation,2020-04-13,2020.0,1930700658.0,2020-03-27,2020-04-11,2020-03-27,NAA8,1139.41,0-15
5719,29288,U001,0200705089,JETR associates,2020-04-26,2020.0,1930762743.0,2020-04-08,2020-04-23,2020-04-08,NAA8,9872.07,0-15
5720,29292,U001,0200769623,WAL-MAR ,2020-04-07,2020.0,1930673818.0,2020-03-20,2020-04-04,2020-03-20,NAH4,24853.22,0-15
5721,29315,U001,0200769623,WAL-MAR foundation,2020-05-15,2020.0,1930823869.0,2020-04-27,2020-05-12,2020-04-27,NAH4,24411.9,0-15
5722,29317,U001,0200759878,SA in,2020-06-01,2020.0,1930784858.0,2020-04-16,2020-05-31,2020-04-16,NAWP,116535.59,0-15
5723,29324,U001,0200759878,SA trust,2020-05-06,2020.0,1930799976.0,2020-04-20,2020-05-05,2020-04-20,NAH4,43171.9,0-15
5724,29332,U001,0200761734,H E BUT in,2020-03-29,2020.0,1930646546.0,2020-03-13,2020-03-28,2020-03-13,NAA8,90123.58,0-15
5725,29341,U001,0200744019,TARG us,2020-05-06,2020.0,1930800137.0,2020-04-18,2020-05-03,2020-04-18,NAA8,1497.48,0-15
5726,29343,U001,0200726979,BJ'S  corp,2020-04-23,2020.0,1930773873.0,2020-04-04,2020-04-19,2020-04-04,NAA8,1031.17,0-15
5727,29345,U001,200794332,COST co,2020-05-27,2020.0,1930871133.0,2020-05-08,2020-05-23,2020-05-08,NAAX,8793.09,0-15
5728,29350,U001,0200769623,WAL-MAR systems,2020-04-27,2020.0,1930762772.0,2020-04-09,2020-04-24,2020-04-09,NAH4,7296.97,0-15
5729,29351,U001,0200723794,MID MO corp,2020-05-08,2020.0,1930804603.0,2020-04-20,2020-05-05,2020-04-20,NAA8,4770.99,0-15
5730,29352,U001,0200707822,PUBLI associates,2020-04-28,2020.0,1930772816.0,2020-04-09,2020-04-24,2020-04-09,NAA8,23593.66,0-15
5731,29358,U001,0200756811,LUCA llc,2020-03-21,2020.0,1930608290.0,2020-03-09,2020-03-19,2020-03-09,NA10,98128.73,0-15
5732,29361,CA02,0140104240,FEDER foundation,2020-04-15,2020.0,2960623670.0,2020-03-27,2020-04-14,2020-04-04,CA10,85377.95,0-15
5733,29366,U001,0200744019,TARG trust,2020-05-13,2020.0,1930826761.0,2020-04-26,2020-05-11,2020-04-26,NAA8,2459.11,0-15
5734,29386,U001,0200769623,WAL-MAR us,2020-05-02,2020.0,1930778901.0,2020-04-14,2020-04-29,2020-04-14,NAH4,13704.72,0-15
5735,29387,U001,0200794332,COST trust,2020-04-02,2020.0,1930629658.0,2020-03-12,2020-03-27,2020-03-12,NAAX,14204.38,0-15
5736,29401,U001,0200769623,WAL-MAR in,2020-04-21,2020.0,1930731636.0,2020-04-03,2020-04-18,2020-04-03,NAH4,26906.54,0-15
5737,29410,U001,0200769623,WAL-MAR associates,2020-04-05,2020.0,1930664410.0,2020-03-18,2020-04-02,2020-03-18,NAH4,1544.58,0-15
5738,29412,U001,0200418007,AM in,2020-04-15,2020.0,1930706930.0,2020-03-30,2020-04-14,2020-03-30,NAA8,2840.76,0-15
5739,29415,U001,0200712105,WALG corporation,2020-04-13,2020.0,1930691530.0,2020-03-24,2020-04-08,2020-03-24,NAA8,36633.78,0-15
5740,29419,U001,0200762301,C&S WH systems,2020-05-08,2020.0,1930802821.0,2020-04-19,2020-05-04,2020-04-19,NAC6,57950.5,0-15
5741,29425,U001,0200752607,IRA HI systems,2020-03-27,2020.0,1930607534.0,2020-03-10,2020-03-25,2020-03-10,NAA8,9036.68,0-15
5742,29439,U001,0200769623,WAL-MAR associates,2020-05-22,2020.0,1930847686.0,2020-05-04,2020-05-19,2020-05-04,NAH4,7678.93,0-15
